#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.2947  -11.9503   -1.8059   -1.2192   -1.2192    1.5958    3.3275    3.3276    3.8451    6.1034    7.6930    8.5956   11.3023   11.3023   11.7990   16.7745   20.0147   20.0148   21.3050   22.0568   23.0774   26.0233   26.2668   26.2669   30.6705   30.6706   31.2362   32.5215   32.5215   32.6917   34.7104   36.3199   37.6413   38.9590   39.6735   39.6735   39.6988   40.9702   41.3459   41.3459   42.7695   42.7695   43.8574   45.4227   45.6841   46.4752   46.4753   46.9266   47.2870   47.2871   47.9785   47.9959   50.1111   50.6773   50.6774   54.0392   56.0580   56.0581   57.9858   58.2860   58.9263   65.9091   66.3133   66.3134   67.5107
  0.3242  -11.8912   -2.0198   -1.3369   -1.3369    1.5038    3.5159    3.5159    3.8932    6.0492    7.7579    8.8028   11.4051   11.4051   11.9331   17.1257   19.6635   19.6635   20.9461   21.8156   23.1610   26.0930   26.3516   26.3517   31.0476   31.0477   31.6100   32.1502   32.1502   32.3608   34.1762   36.0052   37.5235   39.1554   39.2943   39.2944   39.6854   40.8886   41.1961   41.1961   42.8806   42.8806   43.9891   45.5305   45.6607   46.5590   46.5590   47.1886   47.2878   47.2878   48.1957   48.3960   50.2349   51.2842   51.2842   54.5004   56.6695   56.6695   57.7091   58.6102   58.8090   65.7024   65.7025   65.9402   66.8484
  0.3536  -11.8266   -2.2370   -1.4540   -1.4539    1.4106    3.7115    3.7115    3.8848    6.0621    7.8302    9.0215   11.5171   11.5171   12.0716   17.4940   19.3154   19.3154   20.5852   21.5719   23.2553   26.1476   26.4349   26.4349   31.3984   31.3984   31.8353   31.8353   31.9794   32.0097   33.6550   35.7178   37.4123   38.9287   38.9288   39.3557   39.6867   40.8046   41.0414   41.0414   43.0020   43.0020   44.1286   45.3211   45.9133   46.4852   46.4853   47.4674   47.4879   47.4879   48.4749   48.6515   50.5213   51.8927   51.8927   54.9745   57.0015   57.2965   57.2966   58.9539   59.1509   65.1696   65.1697   65.9689   66.2555
  0.3831  -11.7565   -2.4571   -1.5697   -1.5697    1.3171    3.8199    3.9122    3.9122    6.1389    7.9089    9.2503   11.6377   11.6377   12.2136   17.8760   18.9699   18.9699   20.2237   21.3264   23.3613   26.1853   26.5111   26.5112   31.3169   31.3170   31.6418   31.9528   31.9528   32.3403   33.1297   35.4597   37.3001   38.5768   38.5768   39.5556   39.7062   40.7159   40.8858   40.8859   43.1141   43.1142   44.2759   45.0783   46.1792   46.3699   46.3699   47.7620   47.7767   47.7768   48.7701   48.7863   50.9597   52.5018   52.5018   55.4588   56.2433   57.9362   57.9363   59.3156   59.5748   64.6304   64.6305   65.6587   65.9927
  0.4126  -11.6810   -2.6795   -1.6835   -1.6834    1.2242    3.7082    4.1174    4.1175    6.2704    7.9938    9.4881   11.7665   11.7665   12.3598   18.2682   18.6284   18.6285   19.8626   21.0802   23.4801   26.2043   26.5805   26.5805   30.9509   30.9510   31.2613   32.3555   32.3556   32.6021   32.6888   35.2309   37.1875   38.2385   38.2385   39.7476   39.7514   40.6230   40.7323   40.7323   43.2065   43.2065   44.4313   44.8176   46.2741   46.2742   46.4574   48.0716   48.0995   48.0996   48.8024   49.1141   51.4940   53.1103   53.1103   55.4946   55.9503   58.5873   58.5873   59.6939   60.0267   64.0893   64.0894   65.0588   66.0082
  0.4421  -11.6000   -2.9036   -1.7948   -1.7948    1.1327    3.5643    4.3280    4.3280    6.4476    8.0850    9.7338   11.9031   11.9031   12.5206   18.2925   18.2925   18.6724   19.5029   20.8343   23.6137   26.2028   26.6483   26.6483   30.5632   30.5633   30.8736   32.0882   32.7897   32.7897   33.0208   35.0309   37.0755   37.9193   37.9194   39.8148   39.9396   40.5316   40.5842   40.5843   43.2764   43.2765   44.5547   44.6003   46.2265   46.2265   46.7470   48.3953   48.4403   48.4403   48.7870   49.4974   52.0797   53.7427   53.7427   54.7795   56.4798   59.2476   59.2476   60.0877   60.4955   63.5504   63.5505   64.4568   66.0108
  0.4715  -11.5135   -3.1290   -1.9032   -1.9032    1.0432    3.3974    4.5406    4.5406    6.6504    8.1824    9.9859   12.0460   12.0461   12.6773   17.9630   17.9630   19.0755   19.1453   20.5894   23.7633   26.1773   26.7006   26.7007   30.1621   30.1622   30.4825   31.5584   33.2335   33.2335   33.3326   34.8579   36.9646   37.6074   37.6074   39.9115   40.1168   40.4311   40.4387   40.4387   43.3057   43.3058   44.2816   44.7755   46.2243   46.2244   47.0473   48.7326   48.7384   48.7930   48.7931   49.8341   52.6478   54.1420   54.3468   54.3468   56.9784   59.9132   59.9133   60.4956   60.9758   63.0168   63.0169   63.8533   65.9945
  0.5010  -11.4217   -3.3555   -2.0087   -2.0087    0.9564    3.2177    4.7552    4.7552    6.8745    8.2786   10.2434   12.1942   12.1942   12.8403   17.6412   17.6413   18.7904   19.4784   20.3466   23.9312   26.1256   26.7302   26.7303   29.7544   29.7544   30.0944   31.0291   33.6204   33.6812   33.6812   34.7108   36.8097   37.3047   37.3047   40.0412   40.2799   40.2939   40.2939   40.3240   43.2942   43.2942   44.0093   44.9632   46.2654   46.2654   47.3567   48.6541   49.0828   49.1556   49.1556   50.1694   52.9638   53.8275   54.9398   54.9398   57.4699   60.5702   60.5703   60.9134   61.4651   62.4546   62.4547   63.1011   65.9513
  0.5305  -11.3246   -3.5826   -2.1104   -2.1104    0.8727    3.0316    4.9735    4.9735    7.1138    8.3885   10.5051   12.3461   12.3461   13.0102   17.3306   17.3306   18.4387   19.8772   20.1071   24.1203   26.0445   26.7486   26.7487   29.3704   29.3704   29.7146   30.5031   33.8816   34.1322   34.1322   34.5883   36.7020   37.0198   37.0199   40.1592   40.1592   40.2066   40.2158   40.4262   43.2595   43.2595   43.7415   45.1653   46.3605   46.3605   47.6760   48.5197   49.4455   49.5270   49.5271   50.5015   52.6492   54.2293   55.5277   55.5277   57.9476   61.2006   61.2007   61.3458   61.9610   61.9779   61.9779   62.4990   65.8716
  0.5599  -11.2221   -3.8102   -2.2084   -2.2084    0.7925    2.8433    5.1943    5.1944    7.3638    8.5045   10.7695   12.4990   12.4991   13.1874   17.0332   17.0332   18.0904   19.8720   20.2678   24.3331   25.9308   26.7359   26.7360   29.0122   29.0122   29.3488   29.9804   34.1140   34.4889   34.5805   34.5805   36.5970   36.7511   36.7512   40.0303   40.0303   40.1036   40.4097   40.5532   43.2016   43.2016   43.4800   45.3834   46.4957   46.4958   48.0039   48.3132   49.8202   49.9066   49.9066   50.8288   52.2251   54.8479   56.1004   56.1004   58.4033   61.3510   61.3510   61.7873   61.8972   61.9826   61.9827   62.4608   65.7449
  0.5894  -11.1144   -4.0379   -2.3025   -2.3025    0.7164    2.6559    5.4174    5.4174    7.6215    8.6268   11.0350   12.6494   12.6494   13.3724   16.7528   16.7528   17.7461   19.6429   20.6463   24.5723   25.7814   26.6751   26.6752   28.6984   28.6985   29.0020   29.4621   34.3170   34.4116   35.0166   35.0166   36.4949   36.5057   36.5057   39.9074   39.9075   39.9869   40.6513   40.6595   43.1285   43.1285   43.2268   45.6183   46.6627   46.6627   48.0141   48.3400   50.2067   50.2939   50.2939   51.1502   51.8892   55.5059   56.6469   56.6469   58.8273   60.9391   60.9391   61.2962   62.2335   62.5364   62.5364   62.9618   65.5621
  0.6189  -11.0015   -4.2657   -2.3924   -2.3924    0.6446    2.4714    5.6425    5.6425    7.8846    8.7554   11.3000   12.7921   12.7921   13.5658   16.4947   16.4947   17.4058   19.4213   21.0087   24.8400   25.5942   26.5458   26.5459   28.4509   28.4510   28.6784   28.9497   34.3551   34.4908   35.4093   35.4093   36.3125   36.3125   36.3960   39.7907   39.7907   39.8655   40.7441   40.9308   42.9835   43.0479   43.0479   45.8683   46.8530   46.8531   47.6174   48.6834   50.6045   50.6885   50.6885   51.4644   51.6737   56.1771   57.1456   57.1456   59.2082   60.5419   60.5420   60.6963   62.6754   63.0320   63.0321   63.4605   65.3179
  0.6484  -10.8833   -4.4933   -2.4780   -2.4780    0.5782    2.2917    5.8734    5.8734    8.1535    8.8901   11.5633   12.9259   12.9259   13.7693   16.2676   16.2676   17.0699   19.2128   21.3521   25.1399   25.3713   26.3380   26.3381   28.2850   28.2850   28.3807   28.4468   34.3199   34.6370   35.6255   35.6256   36.3006   36.3130   36.3131   39.6805   39.6806   39.7407   40.8082   41.2467   42.7525   42.9672   42.9673   46.1401   47.0758   47.0759   47.1476   49.0337   51.0133   51.0903   51.0903   51.5787   51.7802   56.8566   57.5713   57.5713   59.5384   60.0983   60.2422   60.2422   63.0971   63.3697   63.3698   63.9683   65.0136
  0.6778  -10.7601   -4.7205   -2.5593   -2.5593    0.5160    2.1172    6.1021    6.1021    8.4227    9.0311   11.8201   13.0291   13.0292   13.9804   16.0782   16.0782   16.7386   19.0125   21.6740   25.1085   25.4635   26.0495   26.0496   27.9547   28.1083   28.1951   28.1951   34.3015   34.7581   35.5497   35.5498   36.2089   36.5979   36.5980   39.5763   39.5763   39.6081   40.8493   41.5964   42.5340   42.8907   42.8907   46.2741   46.7468   47.2924   47.2925   49.3899   51.4329   51.4988   51.4988   51.5738   52.0758   57.5345   57.8025   57.8026   59.5028   59.7934   60.1158   60.1158   63.4377   63.4384   63.4385   64.4469   64.6560
  0.7073  -10.6319   -4.9472   -2.6361   -2.6361    0.4590    1.9489    6.3324    6.3324    8.6933    9.1782   12.0687   13.0953   13.0953   14.2006   15.9406   15.9406   16.4120   18.8269   21.9735   24.8121   25.7024   25.7024   25.8020   27.4877   27.8600   28.1646   28.1646   34.3000   34.8569   35.3671   35.3671   36.1211   36.9904   36.9904   39.4691   39.4783   39.4783   40.8694   41.9770   42.3299   42.8243   42.8243   45.8507   46.8784   47.5125   47.5126   49.7512   51.6407   51.8629   51.9136   51.9137   52.3596   57.7981   57.7982   58.2107   58.9105   59.9613   60.2216   60.2217   63.3038   63.3039   63.5889   64.2552   64.7712
  0.7368  -10.4988   -5.1733   -2.7091   -2.7091    0.4075    1.7870    6.5638    6.5638    8.9641    9.3316   12.3052   13.0928   13.0929   14.4302   15.8635   15.8635   16.0843   18.6522   22.2466   24.4741   25.3166   25.3166   26.0971   27.0995   27.6290   28.1561   28.1561   34.3132   34.9341   35.1620   35.1620   36.0373   37.3800   37.3801   39.3226   39.3856   39.3856   40.8642   42.1368   42.3847   42.7728   42.7728   45.2374   47.1873   47.7278   47.7279   50.1162   51.7595   52.3024   52.3257   52.3257   52.6290   57.6015   57.6015   58.3222   58.8727   59.9986   60.4462   60.4462   62.9921   62.9921   63.4955   63.7892   64.9521
  0.7662  -10.3607   -5.3984   -2.7766   -2.7766    0.3617    1.6329    6.7970    6.7970    9.2347    9.4911   12.5255   13.0515   13.0515   14.6694   15.7676   15.8627   15.8627   18.5068   22.5024   24.1279   24.9073   24.9073   26.1192   27.0269   27.4174   28.1898   28.1898   34.3409   34.9610   34.9610   34.9978   35.9577   37.7795   37.7796   39.1709   39.3003   39.3003   40.8417   41.9644   42.7410   42.7410   42.8171   44.6007   47.5346   47.9382   47.9383   50.4832   51.9185   52.7503   52.7504   52.7520   52.8827   57.3172   57.3172   57.7405   59.5342   59.9513   60.7319   60.7320   62.8045   62.8046   63.3133   63.3325   65.2686
  0.7957  -10.2174   -5.6224   -2.8393   -2.8393    0.3228    1.4865    7.0320    7.0320    9.5042    9.6568   12.7249   12.9575   12.9575   14.9182   15.4561   15.9322   15.9322   18.4010   22.7385   23.7872   24.4841   24.4841   25.7871   27.2309   27.3453   28.2397   28.2398   34.3967   34.7657   34.7657   35.0493   35.8822   38.1790   38.1791   39.0130   39.2216   39.2216   40.8115   41.8088   42.7349   42.7349   43.2722   43.9641   47.9374   48.1358   48.1359   50.8495   52.1103   53.1170   53.1787   53.1788   53.2107   57.0079   57.0079   57.1674   59.7981   60.2614   60.8800   60.8801   62.7813   62.7813   62.8612   63.1256   65.6147
  0.8252  -10.0697   -5.8451   -2.8972   -2.8972    0.2889    1.3480    7.2677    7.2677    9.7720    9.8287   12.8128   12.8128   12.8971   15.1498   15.1765   16.0638   16.0638   18.3134   22.9556   23.4099   24.0530   24.0531   25.3627   27.0420   27.7916   28.2987   28.2988   34.4475   34.5786   34.5787   35.0896   35.8110   38.5342   38.5343   38.8496   39.1498   39.1498   40.7326   41.6700   42.7577   42.7577   43.3448   43.7441   48.3132   48.3133   48.3250   51.2106   52.3217   53.3286   53.6078   53.6079   53.6777   56.6073   56.7095   56.7096   59.5533   60.7973   60.7974   60.8843   62.3815   62.9595   62.9894   62.9895   65.9610
  0.8546   -9.9174   -6.0663   -2.9503   -2.9503    0.2612    1.2175    7.5045    7.5045   10.0067   10.0375   12.6318   12.6318   13.0369   14.8488   15.4443   16.2463   16.2463   18.2619   23.0268   23.1519   23.6184   23.6184   24.9290   26.8593   28.2846   28.3630   28.3631   34.4016   34.4017   34.5055   35.1220   35.7442   38.6820   38.8531   38.8532   39.0878   39.0878   40.6082   41.5479   42.7673   42.8151   42.8151   44.2317   48.4644   48.4645   48.7259   51.5590   52.5507   53.5132   54.0334   54.0334   54.1519   56.0675   56.4460   56.4460   59.2370   60.5418   60.5419   61.4746   61.8989   62.8187   63.3590   63.3591   65.8266
  0.8841   -9.7605   -6.2859   -2.9984   -2.9984    0.2399    1.0951    7.7421    7.7421   10.1908   10.3000   12.4252   12.4252   13.1396   14.5533   15.7213   16.4689   16.4689   18.2499   22.6424   23.1829   23.1829   23.3165   24.5163   26.6808   28.4297   28.4297   28.8046   34.2360   34.2360   34.5674   35.1485   35.6816   38.5117   39.0085   39.0086   39.1567   39.1567   40.4137   41.4420   42.2633   42.9105   42.9105   44.7328   48.5826   48.5827   49.1378   51.8802   52.7933   53.6665   54.4463   54.4463   54.6318   55.5623   56.2394   56.2394   58.8700   60.2042   60.2043   61.4181   62.0161   62.7015   63.7476   63.7477   65.3155
  0.9136   -9.5991   -6.5045   -3.0418   -3.0418    0.2249    0.9795    7.9787    7.9787   10.3808   10.5589   12.1965   12.1965   13.2016   14.2619   15.9994   16.7222   16.7222   18.2713   22.2452   22.7405   22.7405   23.4004   24.1647   26.4889   28.4837   28.4838   29.3422   34.0807   34.0807   34.6254   35.1702   35.6211   38.3240   38.9627   38.9627   39.3643   39.3643   40.1049   41.3428   41.8673   43.0426   43.0426   45.2455   48.6157   48.6158   49.5516   52.1425   53.0463   53.7496   54.8140   54.8140   55.1072   55.1139   56.0988   56.0989   58.4430   59.7981   59.7981   60.9359   62.4777   62.5747   63.8909   63.8910   65.1005
  0.9431   -9.4333   -6.7203   -3.0799   -3.0799    0.2168    0.8736    8.2165    8.2166   10.5771   10.8139   11.9626   11.9626   13.2215   13.9773   16.2928   17.0013   17.0013   18.3386   21.8745   22.3094   22.3094   23.2765   24.0396   26.3141   28.5471   28.5472   29.8940   33.9417   33.9417   34.6793   35.1896   35.5670   38.1547   38.9165   38.9165   39.5580   39.5581   39.7113   41.2661   41.5936   43.2111   43.2111   45.7680   48.6494   48.6495   49.9778   52.2948   53.3075   53.8213   54.7847   55.1146   55.1147   55.5940   56.1195   56.1195   58.0282   59.4253   59.4254   60.4764   62.5082   62.8447   63.5731   63.5732   64.4498
  0.9725   -9.2631   -6.9337   -3.1129   -3.1129    0.2163    0.7761    8.4607    8.4607   10.7825   11.0673   11.7355   11.7355   13.2003   13.6998   16.5933   17.3042   17.3042   18.4400   21.5207   21.8856   21.8856   22.9582   24.1382   26.1559   28.6075   28.6075   30.4554   33.8244   33.8244   34.7176   35.2172   35.5217   37.9912   38.8774   38.8774   39.2540   39.7144   39.7144   41.2031   41.4199   43.4098   43.4098   46.3061   48.6809   48.6809   50.4162   52.2668   53.5953   53.8461   54.6581   55.3081   55.3081   56.0633   56.3015   56.3016   57.6114   59.0978   59.0978   60.0421   62.4757   63.0701   63.0702   63.1592   63.7877
  1.0020   -9.0888   -7.1449   -3.1410   -3.1410    0.2219    0.6865    8.6949    8.6949   10.9910   11.3121   11.4954   11.4954   13.1405   13.4265   16.8998   17.6214   17.6214   18.5585   21.1943   21.4634   21.4634   22.5781   24.2841   25.9824   28.6611   28.6612   31.0209   33.7164   33.7165   34.7275   35.2343   35.4759   37.8342   38.7801   38.8429   38.8429   39.8296   39.8297   41.1531   41.3006   43.6216   43.6216   46.8442   48.6357   48.6357   50.8458   52.0257   53.8178   53.8681   54.7408   55.4348   55.4348   56.4989   56.5840   56.5840   57.1941   58.7766   58.7766   59.6548   62.4632   62.5247   62.5248   63.1387   63.2598
  1.0315   -8.9105   -7.3536   -3.1640   -3.1640    0.2346    0.6050    8.9239    8.9239   11.2055   11.2594   11.2594   11.5507   13.0464   13.1589   17.2101   17.9528   17.9528   18.6729   20.9157   21.0478   21.0478   22.1940   24.4470   25.8094   28.7075   28.7076   31.5860   33.6260   33.6261   34.6903   35.2517   35.4341   37.6896   38.3330   38.8146   38.8146   39.9137   39.9137   41.1153   41.2181   43.8335   43.8335   47.3877   48.5635   48.5636   51.2721   51.6372   53.7326   54.1452   54.9752   55.5594   55.5594   56.7881   56.8539   56.8539   56.8581   58.5440   58.5440   59.3596   61.9809   61.9810   62.4807   62.5043   63.2547
  1.0609   -8.7282   -7.5595   -3.1819   -3.1819    0.2545    0.5315    9.1424    9.1424   11.0343   11.0343   11.4259   11.7820   12.8970   12.9229   17.5211   18.2954   18.2954   18.7465   20.6407   20.6407   20.7178   21.8220   24.6157   25.6366   28.7452   28.7453   32.1445   33.5543   33.5543   34.5826   35.2703   35.3962   37.5633   37.9504   38.7926   38.7926   39.9724   39.9725   41.0892   41.1595   44.0279   44.0279   47.9353   48.4792   48.4793   51.1681   51.6904   53.5882   54.4269   55.2927   55.7098   55.7099   56.3992   56.9894   56.9895   57.0578   58.4855   58.4855   59.2409   61.4559   61.4559   61.8866   62.5281   63.1798
  1.0904   -8.5421   -7.7624   -3.1948   -3.1947    0.2817    0.4660    9.3390    9.3390   10.8322   10.8322   11.6524   12.0047   12.6410   12.7743   17.8280   18.6447   18.6448   18.7344   20.2458   20.2458   20.6415   21.4722   24.7867   25.4641   28.7730   28.7731   32.6872   33.5024   33.5024   34.3818   35.2905   35.3621   37.4641   37.6624   38.7768   38.7769   40.0107   40.0107   41.0740   41.1179   44.1856   44.1857   48.4008   48.4008   48.4856   50.6577   52.0948   53.3846   54.7146   55.6506   55.8881   55.8881   56.0314   56.9310   56.9310   57.0250   58.6387   58.6388   59.3728   60.9707   60.9708   61.2890   62.6039   63.0661
  1.1199   -8.3523   -7.9623   -3.2020   -3.2020    0.3174    0.4091    9.4939    9.4940   10.6832   10.6832   11.9082   12.2177   12.3909   12.6053   18.1267   18.6140   18.9866   18.9866   19.8821   19.8821   20.7086   21.1563   24.9595   25.3088   28.7979   28.7979   33.2052   33.4735   33.4735   34.0795   35.3130   35.3662   37.4055   37.4830   38.7693   38.7693   40.0481   40.0481   41.0715   41.0959   44.3011   44.3012   48.3654   48.3654   49.0379   50.1323   52.4831   53.1346   55.0539   55.6882   56.0979   56.0980   56.1066   56.7716   56.7716   56.7999   58.8938   58.8938   59.7186   60.5757   60.5758   60.7178   62.7116   62.9642
  1.1494   -8.1590   -8.1590   -3.2046   -3.2046    0.3596    0.3596    9.5531    9.5531   10.6229   10.6229   12.1466   12.1466   12.4188   12.4188   18.4029   18.4030   19.2020   19.2020   19.6576   19.6576   20.8921   20.8921   25.1360   25.1362   28.8037   28.8037   33.4628   33.4628   33.6828   33.6830   35.3381   35.3381   37.4046   37.4046   38.7661   38.7662   40.0550   40.0551   41.0794   41.0794   44.3381   44.3381   48.3434   48.3434   49.5876   49.5876   52.8341   52.8344   55.3629   55.3630   56.2034   56.2034   56.4736   56.4736   56.6674   56.6674   59.0246   59.0246   60.1854   60.1854   60.4027   60.4027   62.8327   62.8328
  1.1494   -8.1590   -8.1590   -3.2046   -3.2046    0.3596    0.3596    9.5531    9.5531   10.6229   10.6229   12.1466   12.1466   12.4188   12.4188   18.4029   18.4030   19.2020   19.2020   19.6576   19.6576   20.8921   20.8921   25.1360   25.1362   28.8037   28.8037   33.4628   33.4628   33.6828   33.6830   35.3381   35.3381   37.4046   37.4046   38.7661   38.7662   40.0550   40.0551   41.0794   41.0794   44.3381   44.3381   48.3434   48.3434   49.5876   49.5876   52.8341   52.8344   55.3629   55.3630   56.2034   56.2034   56.4736   56.4736   56.6674   56.6674   59.0246   59.0246   60.1854   60.1854   60.4027   60.4027   62.8327   62.8328
  1.1598   -8.1592   -8.1586   -3.2070   -3.2043    0.3599    0.3632    9.5493    9.5509   10.6163   10.6182   12.1506   12.1512   12.4209   12.4260   18.3940   18.3988   19.2014   19.2033   19.6584   19.6664   20.8932   20.8977   25.1288   25.1350   28.8037   28.8106   33.3990   33.4631   33.6833   33.7436   35.3233   35.3370   37.4052   37.4098   38.7628   38.7813   40.0205   40.0556   41.0835   41.1107   44.3381   44.3411   48.3300   48.3428   49.5880   49.6009   52.8340   52.8344   55.3459   55.3604   56.1677   56.2187   56.4116   56.5008   56.6642   56.7267   59.0217   59.0281   60.0959   60.2001   60.4053   60.4968   62.8337   62.8370
